utente,tipo_evento,cod_2
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,2
35,1,1
35,2,3
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,2,3
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,3,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,2,3
35,3,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,2
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,2
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,2,3
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,2
35,3,1
35,2,3
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,2,3
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,3,1
35,1,1
35,1,1
35,1,1
35,1,1
35,1,1
35,2,3
35,1,1
35,3,1
35,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,3,1
36,1,1
36,2,3
36,3,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,3,1
36,2,3
36,3,1
36,1,1
36,3,1
36,3,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,2,3
36,2,3
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,2,3
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,3,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,3,1
36,3,1
36,1,1
36,3,1
36,3,1
36,2,3
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,3,1
36,3,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,3,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,2,3
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,2,3
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,2,3
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,2,3
36,1,1
36,3,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,2,3
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,3,1
36,3,1
36,3,1
36,3,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,1,1
36,2,3
36,3,1
36,1,1
36,1,1
36,3,1
36,1,1
36,2,3
36,1,1
36,1,1
36,3,1
36,3,1
36,2,3
36,1,1
36,3,1
36,1,1
36,1,1
36,3,1
36,2,3
36,1,1
36,1,1
36,3,1
36,1,1
36,3,1
36,1,1
36,1,1
36,1,1
